;Marca;Preco;Preco Boleto
627;Placa de Video ASRock Radeon RX 5600 XT 6GB Phantom Gaming D2 OC 192-bit, 90-GA1WZZ-00UANF;0;0
628;Placa de Video Gigabyte Radeon RX 5600 XT 6GB WindForce OC 192-bit, GV-R56XTWF2OC-6GD;0;0
629;Placa de Video ASRock Radeon RX 5700 XT 8GB Challenger D OC 256-BIT, 90-GA18ZZ-00UANF;0;0
630;Placa de Video ASRock Radeon RX 5500 XT 4GB Challenger D OC 128-BIT, 90-GA1UZZ-00UANF;0;0
631;Placa de Video ASRock Radeon RX 5500XT 8GB Phantom Gaming D OC 128BIT, 90-GA1NZZ-00UANF;0;0
632;Placa de Video Gigabyte GeForce GTX 1660 Super Gaming OC 6gb 192 Bit, GV-N166SGAMING OC-6GD;0;0
633;Placa de Video MSI Radeon RX 580 8GB Armor X 256-bit, 912-V341-436;0;0
634;Placa de Video Gigabyte GeForce RTX 2070 Super 8GB Aorus 256-bit, GV-N207SAORUS-8GC;0;0
635;Placa de Video Gigabyte Geforce GTX 1650 Super 4GB Windforce OC, GV-N165SWF2OC-4GD;0;0
636;Placa de Video Gigabyte Radeon RX 5500 XT 8GB OC 128-bit, GV-R55XTOC-8GD;0;0
637;Placa de Video Gigabyte Radeon RX 5700 XT 8GB Aorus 256-bit, GV-R57XTAORUS-8GD;0;0
638;Placa de Video Gigabyte GeForce RTX 2080 8GB Aorus Xtreme Waterforce 256-bit, GV-N2080AORUSX W-8GC;0;0
639;Placa de Video Gigabyte GeForce RTX 2060 Super 8GB Gaming OC 3X 256-bit, GV-N206SGAMING OC-8GD;0;0
640;Placa de Video Gigabyte GeForce GTX 1650 Super 4GB OC 128-bit, GV-N165SOC-4GD;0;0
641;Placa de Video MSI Radeon RX 570 8GB OC 256-bit, 912-V809-3428;0;0
642;Placa de Video PNY Quadro P1000 V2 4GB GDDR5 128-bit, VCQP1000V2-PB;0;0
643;Placa de Video PNY Quadro P620 V2 2GB GDDR5 128-bit, VCQP620V2-PB;0;0
644;Placa de Video PNY Quadro P400 V2 2GB GDDR5 64-bit, VCQP400V2-PB;0;0
645;Placa de Video EVGA GeForce GTX 1660 6GB Black 192-bit, 06G-P4-1160-KR;0;0
646;Placa de Video XFX Radeon RX 5600 XT 6GB Thicc III Ultra 192-bit, RX-56XT6TBD8;0;0
647;Placa de Video XFX Radeon RX 5600 XT 6GB Thicc II Pro 192-bit, RX-56XT6DFD6;0;0
648;Placa de Video MSI Radeon RX 5700 8GB Gaming X 256-bit, 912-V381-247;0;0
649;Placa de Video MSI Radeon RX 5700 XT 8GB Gaming X 256-bit, 912-V381-235;0;0
650;Placa de Video MSI Radeon RX 5500 XT 8GB Gaming X 128-bit, 912-V382-001;0;0
651;Placa de Video MSI Radeon RX 5700 8GB Evoke OC 256-bit, 912-V381-061;0;0
652;Placa de Video MSI Radeon RX 5700 XT 8GB Evoke OC 256-bit, 912-V381-002;0;0
653;Placa de Video MSI Radeon RX 5500 XT 4GB Mech OC 128-bit, 912-V382-013;0;0
654;Placa de Video MSI Radeon RX 5500 XT 8GB Mech OC 128-bit, 912-V382-005;0;0
655;Placa de Video MSI GeForce GTX 1660 Super 6GB Ventus XS OC 192-bit, 912-V375-279;0;0
656;Placa de Video MSI GeForce GTX 1650 4GB Ventus XS OC 128-bit, 912-V809-3445;0;0
657;Placa de Video MSI GeForce GTX 1660 Super 6GB Gaming 192-bit, 912-V375-467;0;0
658;Placa de Video MSI GeForce GTX 1650 Super 4GB Gaming X 128-bit, 912-V385-003;0;0
659;Placa de Video MSI GeForce GTX 1650 Super 4GB Gaming X 128-bit, 912-V385-007;0;0
660;Placa de Video MSI GeForce RTX 2060 Super 8GB Ventus GP OC 256-bit, 912-V375-469;0;0
661;Placa de Video MSI GeForce RTX 2080 Super 8GB Ventus XS OC 256-bit, 912-V372-294;0;0
662;Placa de Video MSI GeForce RTX 2070 Super 8GB Gaming X 256-bit, 912-V373-299;0;0
663;Placa de Video Sapphire Radeon RX 5500 XT 8GB Pulse 128-bit, 11295-01-20G;0;0
664;Placa de Video Sapphire Radeon RX 5600 XT 6GB Pulse 256-bit, 11296-01-20G;0;0
665;Placa de Video PowerColor Radeon RX 5700 8GB Red Dragon 256-bit, AXRX 5700 8GBD6-3DHR/OC;0;0
666;Placa de Video PowerColor Radeon RX 550 4GB Red Dragon 128-bit, AXRX 550 4GBD5-DHA/OC;0;0
667;Placa de Video PowerColor Radeon RX 5700 8GB Red Devil 256-bit, AXRX 5700 8GBD6-3DHE/OC;0;0
668;Placa de Video PowerColor Radeon RX 5500 XT 8GB Red Dragon OC 128-bit, AXRX 5500XT 8GBD6-DHR/OC;0;0
669;Placa de Video PowerColor Radeon RX 5500 XT 8GB OC 128-bit, AXRX 5500XT 8GBD6-DH/OC;0;0
670;Placa de Video PowerColor Radeon RX 5500 XT 4GB OC 128-bit, AXRX 5500XT 4GBD6-DH/OC;0;0
671;Placa de Video Gigabyte Radeon RX 5500 XT 4GB OC 128-bit, GV-R55XTOC-4GD;0;0
672;Placa de Video Gigabyte Radeon RX 5500 XT 4GB Gaming OC 128-bit, GV-R55XTGAMING OC-4GD;0;0
673;Placa de Video Gigabyte Radeon RX 5600 XT 6GB Gaming OC 192-bit, GV-R56XTGAMING OC-6GD;0;0
674;Placa de Video XFX Radeon RX 5700 XT 8GB Raw II 256-bit, RX-57XT8OFF6;0;0
675;Placa de Video XFX Radeon RX 5500 XT 8GB GDDR6 128-bit, RX-55XT8DFD6;0;0
676;Placa de Video XFX Radeon RX 5700 8GB Ultra 256-bit, RX-57XL8LBD6;0;0
677;Placa de Video XFX Radeon RX 5700 XT 8GB Thicc III Ultra 256-bit, RX-57XT8TBD8;0;0
678;Placa de Video XFX Radeon RX 5700 XT 8GB Thicc II Ultra 256-bit, RX-57XT8DBD6;0;0
679;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB OC White 256-bit, GV-N208SGAMINGOC WHITE-8GD;0;0
680;Placa de Video Galax GeForce RTX 2060 Super 8GB EX White 1-Click OC 256-bit, 26ISL6MPX6EW;0;0
681;Placa de Video Gainward GeForce GT 1030 2GB GDDR5 64-bit, NE5103000646-1080F;0;0
682;Placa de Video Galax GeForce RTX 2080 Super 8GB Work The Frames 256-bit, 28ISL6MD49ES;0;0
683;Placa de Video Galax GeForce RTX 2070 Super 8GB Work The Frames 256-bit, 27ISL6MD49ES;0;0
684;Placa de Video Gigabyte GeForce GT 1030 2GB GDDR5 OC 64-bit, GV-N1030OC-2GI;0;0
685;Placa de Video Zotac GeForce GTX 1650 4GB LP 128-bit, ZT-T16500H-10L;0;0
686;Placa de Video Zotac GeForce GTX 1660 Super 6GB Twin Fan 192-bit, ZT-T16620F-10L;0;0
687;Placa de Video Zotac GeForce RTX 2070 Super 8GB Mini 256-bit, ZT-T20710E-10M;0;0
688;Placa de Video Zotac GeForce RTX 2080 Super 8GB Twin Fan 256-bit, ZT-T20820F-10P;0;0
689;Placa de Video Zotac GeForce RTX 2080 Super 8GB AMP 256-bit, ZT-T20820D-10P;0;0
690;Placa de Video Sapphire Radeon RX 5700 XT 8GB Nitro+ 256-bit, 11293-03-40G;0;0
691;Placa de Video Asus GeForce GTX 1660 Super 6GB Dual 192-bit, DUAL-GTX1660S-6G-EVO;0;0
692;Placa de Video Galax GeForce RTX 2070 Super 8GB HOF 256-bit, 27ISL6UC53HT;0;0
693;Placa de Video Galax GeForce RTX 2080 Super 8GB HOF 256-bit, 28ISL6UC53HT;0;0
694;Placa de Video Galax GeForce GTX 1660 Super 6GB X Version 192-bit, 60SRL7DS05XV;0;0
695;Placa de Video Galax GeForce GTX 1660 Super 6GB 1-Click OC 192-bit, 60SRL7DSY91S;0;0
696;Placa de Video Asus GeForce RTX 2080 Super 8GB Dual 256-bit, DUAL-RTX2080S-8G-EVO;0;0
697;Placa de Video Galax GeForce GT 710 2GB DDR3 64-bit, 71GPF4HI00GX;0;0
698;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB Waterforce 256-bit, GV-N208SAORUS W-8GC;0;0
699;Placa de Video Gigabyte GeForce RTX 2070 Super 8GB Gaming OC 3X White 256-bit, GV-N207SGAMINGOC WHITE-8GD;0;0
700;Placa de Video Gigabyte GeForce RTX 2060 Super 8GB Gaming OC 3X White 256-bit, GV-N206SGAMINGOC WHITE-8GD;0;0
701;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB Waterforce WB 256-bit, GV-N208SAORUS WB-8GC;0;0
702;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB Aorus 256-bit, GV-N208SAORUS-8GC;0;0
703;Placa de Video Gigabyte GeForce RTX 2060 Super 8GB Aorus 256-bit, GV-N206SAORUS-8GC;0;0
704;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB Windforce OC 256-bit, GV-N208SWF3OC-8GD;0;0
705;Placa de Video Gigabyte Radeon RX 5700 8GB 256-bit, GV-R57-8GD-B;0;0
706;Placa de Video Gigabyte Radeon RX 5700 8GB Gaming OC 256-bit, GV-R57GAMING OC-8GD;0;0
707;Placa de Video Gigabyte Radeon RX 5700 XT 8GB Gaming OC 256-bit, GV-R57XTGAMING OC-8GD;0;0
708;Placa de Video Gigabyte GeForce GTX 1660 Super 6GB Windforce OC 192-bit, GV-N166SOC-6GD;0;0
709;Placa de Video PowerColor Radeon 5700 XT 8GB Red Devil 256-bit, AXRX 5700 XT 8GBD6-3DHE/OC;0;0
710;Placa de Video PowerColor Radeon 5700 XT 8GB Red Dragon 256-bit, AXRX 5700 XT 8GBD6-3DHR/OC;0;0
711;Placa de Video Gigabyte GeForce RTX 2060 Super 8GB Windforce OC 256-bit, GV-N206SWF2OC-8GD;0;0
712;Placa de Video EVGA GeForce RTX 2070 Super 8GB XC Ultra OC 256-bit, 08G-P4-3173-KR;0;0
713;Placa de Video EVGA GeForce RTX 2060 Super 8GB SC Ultra 256-bit, 08G-P4-3067-KR;0;0
714;Placa de Video EVGA GeForce RTX 2060 Super 8GB SC Ultra Black 256-bit, 08G-P4-3065-KR;0;0
715;Placa de Video Gigabyte GeForce RTX 2080 Super 8GB Gaming OC 256-bit, GV-N208SGAMING OC-8GC;0;0
716;Placa de Video Gigabyte GeForce RTX 2060 Super Gaming OC 8GB GDDR6 256-bit, GV-N206SGAMING OC-8GC;0;0
717;Placa de Video Asus GeForce GTX 1660 Super 6GB Phoenix OC 192-bit, PH-GTX1660S-O6G;0;0
718;Placa de Video Asus GeForce RTX 2080 Super 8GB ROG Strix 256-bit, ROG-STRIX-RTX2080S-A8G-GAMING;0;0
719;Placa de Video Asus GeForce RTX 2070 Super 8GB ROG Strix 256-bit, ROG-STRIX-RTX2070S-A8G-GAMING;0;0
720;Placa de Video MSI Radeon RX 5700 XT 8GB GDDR6 Mech OC 256-bit, 912-V381-044;0;0
721;Placa de Video MSI Radeon RX 5700 8GB GDDR6 Mech OC 256-bit, 912-V381-005;0;0
722;Placa de Video MSI GeForce GTX 1650 4GB GDDR5 Gaming X 128-bit, 912-V380-015;0;0
723;Placa de Video MSI GeForce GTX 1650 4GB GDDR5 Gaming 128-bit, 912-V380-025;0;0
724;Placa de Video MSI GeForce RTX 2070 Super 8GB Ventus OC 256-bit, 912-V372-434;0;0
725;Placa de Video MSI GeForce RTX 2080 Super 8GB Gaming X Trio 256-bit, 912-V372-279;0;0
726;Placa de VIdeo Gigabyte GeForce RTX 2070 Super 8GB Windforce OC 3X 256-bit, GV-N207SWF3OC-8GD;0;0
727;Placa de Video PNY NVS 810 4GB GDDR3 128-bit, VCNVS810DVI-PB;0;0
728;Placa de Video PNY Quadro P2000 5GB GDDR5 160-bit, VCQP2000-PB;0;0
729;Placa de Video Asus GeForce GTX 1650 4GB GDDR5 TUF Gaming 128-bit, TUF-GTX1650-4G-GAMING;0;0
730;Placa de Video Asus GeForce GTX 1660 6GB GDDR5 TUF Gaming 192-bit, TUF-GTX1660-6G-GAMING;0;0
731;Placa de Video Gigabyte GeForce RTX 2070 Super 8GB Gaming OC 3X 256-bits, GV-N207SGAMING OC-8GD;0;0
732;Placa de Video Galax GeForce RTX 2060 Super 8GB GDDR6 1-Click OC 265-bits, 26ISL6HP39SS;0;0
733;Placa de Video Zotac GeForce RTX 2060 Super Mini 8GB GDDR6 256-bits, ZT-T20610E-10M;0;0
734;Placa de Video Galax GeForce RTX 2070 Super 8GB GDDR6 EX Gamer Black 256-bits, 27ISL6MDW0BG;0;0
735;Placa de Video Gainward GeForce RTX 2080 Super 8GB GDDR6 Phantom GLH 256-bits, NE6208SH20P2-1040P;0;0
736;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 Winforce 2X 256-bit, GV-N2070WF2-8GD;0;0
737;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 EX White 1-Click OC V2 256-bit, 28NSL6MDU8W2;0;0
738;Placa de Video Asus GeForce RTX 2060 Super 8GB GDDR6 DUAL 256-bit, DUAL-RTX2060S-8G-EVO;0;0
739;Placa de Video Sapphire Pulse Radeon RX 5700 8GB GDDR6 256-bit, 11294-01-20G;0;0
740;Placa de Video Sapphire Pulse Radeon RX 5700 XT 8GB GDDR6 256-bit, 11293-01-20G;0;0
741;Placa de Video MSI GeForce RTX 2080 Super 8GB GDDR6 Ventus OC 256-bit, 912-V372-267;0;0
742;Placa de Video MSI GeForce RTX 2060 Super 8GB GDDR6 Ventus OC 256-bit, 912-V373-275;0;0
743;Placa de Video MSI GeForce RTX 2060 Super 8GB Gaming X 256-bit, 912-V375-265;0;0
744;Placa de Video MSI GeForce GTX 1660 Ti 6GB GDDR6 Gaming X 192-bit, 912-V375-053;0;0
745;Placa de Video MSI GeForce GTX 1050 Ti 4GB GDDR5 Gaming 128-bit, 912-V335-052;0;0
746;Placa de Video MSI Radeon RX 5700 8GB GDDR6 256-bit, 912-V803-889;0;0
747;Placa de Video MSI Radeon RX 5700 XT 8GB GDDR6 256-bit, 912-V803-888;0;0
748;Placa de Video Asus GeForce RTX 2070 Super 8GB GDDR6 Dual 256-bits, DUAL-RTX2070S-8G-EVO;0;0
749;Placa de Video Asus GeForce GTX 1660 6GB OC DUAL 192-bit, DUAL-GTX1660-O6G-EVO;0;0
750;Placa de Video Asus GeForce GTX 1650 4GB GDDR5 ROG Strix OC 128-bit, ROG-STRIX-GTX1650-O4G-GAMING;0;0
751;Placa de Video XFX Radeon RX 5700 XT 8GB GDDR6 Thicc II 256-bit, RX-57XT8DFD6;0;0
752;Placa de Video Asus Radeon RX 5700 XT 8GB GDDR6 256-bit, RX5700XT-8G;0;0
753;Placa de Video Asus GeForce RTX 2080 Ti 11GB GDDR6 ROG Strix 352-bit, ROG-STRIX-RTX2080TI-A11G-GAMING;0;0
754;Placa de Video Zotac GeForce RTX 2060 Super 8GB GDDR6 AMP Extreme 256-bit, ZT-T20610B-10P;0;0
755;Placa de Video Asus GeForce GTX 1650 4GB GDDR5 DUAL OC 128-bit, DUAL-GTX1650-O4G;0;0
756;Placa de Video Galax GeForce RTX 2080 SUPER EX 8GB GDDR6 1-Click OC 256-bit, 28ISL6MDU9EX;0;0
757;Placa de Video Galax GeForce RTX 2070 SUPER EX 8GB GDDR6 1-Click OC 256-bit, 27ISL6MDU9EX;0;0
758;Placa de Video Galax GeForce RTX 2060 SUPER EX 8GB GDDR6 1-Click OC 256-bit, 26ISL6MPX2EX;0;0
759;Placa de Video Sapphire Radeon RX 5700 XT 8GB GDDR6 256-bit, 21293-01-40G;0;0
760;Placa de Video Sapphire Radeon RX 5700 8GB GDDR6 256-bit, 21294-01-20G;0;0
761;Placa de Video PNY GeForce GTX 1650 4GB GDDR5 XLR8 OC 128-bit, VCG16504SFPPB-O;0;0
762;Placa de Video PowerColor Radeon RX 5700 8GB GDDR6 256-bit, AXRX 5700 8GBD6-M3DH;0;0
763;Placa de Video PowerColor Radeon RX 5700 XT 8GB GDDR6 256-bit, AXRX 5700XT 8GBD6-M3DH;0;0
764;Placa de Video Zotac GeForce RTX 2060 Super 8GB Twin Fan GDDR6 256-bit, ZT-T20610D-10P;0;0
765;Placa de Video Zotac GeForce RTX 2070 Super 8GB Twin Fan GDDR6 256-bit, ZT-T20710F-10P;0;0
766;Placa de Video PowerColor Radeon R5 230 1GB DDR3 64-bit, AXR5 230 1GBK3-SHE;0;0
767;Placa de Video XFX Radeon RX 5700 8GB GDDR6 256-bit, RX-57XL8MFG6;0;0
768;Placa de Video XFX Radeon RX 5700 XT 8GB GDDR6 256-bit, RX-57XT8MFD6;0;0
769;Placa de Video PNY Quadro RTX 4000 8GB GDDR6 256-bit, VCQRTX4000-PB;0;0
770;Placa de Video Asus GeForce GTX 1650 4GB GDDR5 OC Phoenix 128-bit, PH-GTX1650-O4G-NAC;0;0
771;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 EX 1-Click OC V2 256-bit, 28NSL6MDU9E2;0;0
772;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 EX Gamer 1-Click OC V2 256-bit, 28NSL6MDW7G2;0;0
773;Placa de Video PNY GeForce RTX 2060 6GB GDDR6 OC XLR8 192-bit, VCG20606SFPPB-O;0;0
774;Placa de Video PNY GeForce GTX 1660 Ti 6GB GDDR6 OC XLR8 192-bit, VCG1660T6SFPPB-O;0;0
775;Placa de Video PNY GeForce RTX 2060 6GB GDDR6 OC XLR8 192-bit, VCG20606DFPPB-O;0;0
776;Placa de Video PNY GeForce GTX 1660 6GB GDDR6 OC XLR8 192-bit, VCG16606SFPPB-O;0;0
777;Placa de Video Asus GeForce RTX 2070 8GB GDDR6 DUAL 256-bit, DUAL-RTX2070-8G-EVO;0;0
778;Placa de Video Asus GeForce GTX 1660 6GB GDDR5 TUF OC 192-bit, TUF-GTX1660-O6G-GAMING;0;0
779;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 White Mini 1-Click OC 256-bit, 27NSL6HPZ7MN;0;0
780;Placa de Video Gigabyte GeForce GTX 1650 4GB GDDR5 OC 128-bit, GV-N1650GAMING OC-4GD;0;0
781;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 TUF Gaming OC 192-bit, TUF-RTX2060-O6G-GAMING;0;0
782;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 Windforce 192-bit, GV-N2060WF2-6GD;0;0
783;Placa de Video Gigabyte GeForce GTX 1660 Ti 6GB GDDR6 Windforce 192-bit, GV-N166TWF2-6GD;0;0
784;Placa de Video Gigabyte GeForce GTX 1660 6GB GDDR5 192-bit, GV-N1660GAMING-6GD;0;0
785;Placa de Video Gigabyte GeForce GTX 1660 6GB GDDR5 OC 192-bit, GV-N1660GAMING OC-6GD;0;0
786;Placa de Video Gigabyte GeForce RTX 2080 Ti 11GB GDDR6 Aorus Xtreme Waterforce 352-bit, GV-N208TAORUSX WB-11GC;0;0
787;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 256-bit, GV-N2080GAMING-8GC;0;0
788;Placa de Video Gigabyte GeForce RTX 2080 Ti 11GB GDDR6 Aorus 352-bit, GV-N208TAORUS-11GC;0;0
789;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 Aorus 256-bit, GV-N2080AORUS-8GC;0;0
790;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 Aorus Xtreme 256-bit, GV-N2080AORUS X-8GC;0;0
791;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 Aorus Xtreme 256-bit, GV-N2070AORUS X-8GC;0;0
792;Placa de Video Gigabyte GeForce RTX 2080 Ti 11GB GDDR6 Aorus Xtreme 352-bit, GV-N208TAORUS X-11GC;0;0
793;Placa de Video Gigabyte GeForce RTX 2080 Ti 11GB GDDR6 Aorus Xtreme Waterforce 352-bit, GV-N208TAORUSX W-11GC;0;0
794;Placa de Video Asus GeForce GTX 1660 6GB GDDR5 Phoenix OC 192-bit, PH-GTX1660-O6G;0;0
795;Placa de Video Zotac GeForce GTX 1650 4GB GDDR5 OC 128-bit, ZT-T16500F-10L;0;0
796;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 1-Click OC White 352-bit, 28IULBUCT4KK;0;0
797;Placa de Video Zotac GeForce GTX 1660 6GB GDDR5 192-bit, ZT-T16600F-10L;0;0
798;Placa de Video Zotac GeForce GTX 1660 6GB GDDR5 AMP 192-bit, ZT-T16600D-10M;0;0
799;Placa de Video MSI GeForce GTX 1660 6GB GDDR5 Gaming X 192-bit, 912-V379-017;0;0
800;Placa de Video MSI GeForce RTX 2070 8GB GDDR6 Ventus 256-bit, 912-V373-075;0;0
801;Placa de Video MSI GeForce GTX 1660 6GB GDDR5 VENTUS XS OC 192-bit, 912-V379-015;0;0
802;Placa de Video Gigabyte GeForce GTX 1650 4GB GDDR5 WINDFORCE OC 128-bit, GV-N1650WF2OC-4GD;0;0
803;Placa de Video Gigabyte GeForce GTX 1650 4GB GDDR5 OC 128-bit, GV-N1650OC-4GD;0;0
804;Placa de Video Gigabyte GeForce GTX 1650 4GB GDDR5 MINI ITX OC 128-bit, GV-N1650IXOC-4GD;0;0
805;Placa de Video Galax GeForce GTX 1650 EX 4GB GDDR5 1-Click OC 128-bit, 65SQH8DS08EX;0;0
806;Placa de Video Asus GeForce RTX 2080 8GB GDDR6 ROG Strix 256-bit, ROG-STRIX-RTX2080-A8G-GAMING;0;0
807;Placa de Video PowerColor Radeon VII 16GB HBM2 4096-bit, AXVII 16GBHBM2-3DH;0;0
808;Placa de Video Zotac GeForce RTX 2080 8GB GDDR6 256-bit, ZT-T20800G-10P;0;0
809;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 SG 1-Click OC 256-bit, 28NSL6UCU11S;0;0
810;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 EX White 1-Click OC 256-bit, 28NSL6UCU8WW;0;0
811;Placa de Video Asus GeForce GTX 1660 Ti 6GB GDDR6 ROG Strix OC 192-bit, ROG-STRIX-GTX1660TI-O6G-GAMING;0;0
812;Placa de Video Asus GeForce RTX 2070 8GB GDDR6 DUAL OC 256-bit, DUAL-RTX2070-O8G-EVO;0;0
813;Placa de Video Asus GeForce RTX 2080 8GB GDDR6 DUAL 256-bit, DUAL-RTX2080-A8G-EVO;0;0
814;Placa de Video Asus GeForce RTX 2060 6GB GDDR6 TUF Gaming 192-bit, TUF-RTX2060-6G-GAMING;0;0
815;Placa de Video MSI GeForce GTX 1660 Ti 6GB GDDR6 Gaming X 192-bit, 912-V375-040;0;0
816;Placa de Video Asus GeForce GTX 1660 Ti 6GB GDDR6 OC Dual192-bit, DUAL-GTX1660TI-O6G;0;0
817;Placa de Video Asus GeForce GTX 1660 Ti 6GB GDDR6 OC Phoenix 192-bit, PH-GTX1660TI-O6G;0;0
818;Placa de Video PowerColor Radeon RX 590 8GB GDDR5 Red Dragon 256-bit, AXRX 590 8GBD5-DHD;0;0
819;Placa de Video PNY GeForce RTX 2070 8GB GDDR6 Blower 256-bit, VCG20708BLMPB;0;0
820;Placa de Video Galax GeForce GTX 1660 6GB GDDR5 1-Click OC 192-bit, 60SRH7DSY91C;0;0
821;Placa de Video Gigabyte GeForce RTX 2060 6GB GDDR6 OC PRO White 192-bit, GV-N2060GAMINGOC PRO WHITE-6GD;0;0
822;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 Mini ITX 256-bit, GV-N2070IX-8GC;0;0
823;Placa de Video Galax GeForce GTX 1060 6GB GDDR5 EXOC Extreme 192-bit, 60NRH7DVM6VE;0;0
824;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 EX White 1-Click OC 256-bit, 27NSL6MPX6VW;0;0
825;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 SG 1-Click OC 352-bit, 28IULBUCT2CK;0;0
826;Placa de Video Galax GeForce GTX 1050 Ti 4GB GDDR5 1-Click OC 128-bit, 50IQH8DSC7CB;0;0
827;Placa de Video PowerColor Radeon RX 570 4GB GDDR5 Red Dragon 256-bit, AXRX 570 4GBD5-3DHDV2/OC;0;0
828;Placa de Video EVGA GeForce RTX 2070 8GB GDDR6 Black 256-bit, 08G-P4-2071-KR;0;0
829;Placa de Video Zotac GeForce 1060 6GB GDDR5X 192-bit, ZT-P10620A-10M;0;0
830;Placa de Video ZOTAC GeForce RTX 2080 Ti 11GB GDDR6 ArcticStorm 352bit, ZT-T20810K-30P;0;0
831;Placa de Vídeo ZOTAC GeForce GTX 1660 Ti 6GB GDDR6 AMP 192-bit, ZT-T16610D-10M;0;0
832;Placa de Video Gigabyte GeForce GTX 1660 Ti 6GB GDDR6 OC 192-bit, GV-N166TOC-6GD;0;0
833;Placa de Video Gigabyte GeForce GTX 1660 Ti 6GB GDDR6 WindForce OC 192-bit, GV-N166TWF2OC-6GD;0;0
834;Placa de Video Gigabyte GeForce GTX 1660 Ti 6GB Gaming OC 192-bit, GV-N166TGAMING OC-6GD;0;0
835;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 EXOC 256-bit, 27NSL6UCV1OC;0;0
836;Placa de Video Galax GeForce GTX 1660 Ti 6GB GDDR6 1-Click OC 192-bit, 60IRL7DSY91C;0;0
837;Placa de Video EVGA GeForce RTX 2080 8GB GDDR6 Black 256-bit, 08G-P4-2081-KR;0;0
838;Placa de Video EVGA GeForce RTX 2070 8GB GDDR6 Black 256-bit, 08G-P4-1071-KR;0;0
839;Placa de Video Zotac GeForce RTX 2080 Ti 11GB GDDR6 AMP! Extreme 352-bit, ZT-T20810B-10P;0;0
840;Placa de Video Galax GeForce GT 710 1GB DDR3 64-bit, 71GGF4DC00WG;0;0
841;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 HOF 352-bit, 28IULBUCV6DH;0;0
842;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 1-Click OC White 256-bit, 27NSL6UCV3TW;0;0
843;Placa de Video Galax GeForce RTX 2060 6GB GDDR6 1-Click OC EX White 192-bit, 26NRL7HPY3EW;0;0
844;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 1-Click OC EX White 256-bit, 27NSL6UCV91W;0;0
845;Placa de Video Galax GeForce RTX 2070 8GB GDDR6 1-Click OC EX 256-bit, 27NSL6MPX2VE;0;0
846;Placa de Video Galax GeForce RTX 2080 8GB GDDR6 1-Click OC EX 256-bit, 28NSL6UCU9EN;0;0
847;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 1-Click OC Dual White 352-bit, 28IULBUCT4KW;0;0
848;Placa de Video Galax GeForce RTX 2080 Ti 11GB GDDR6 1-Click OC Dual Black 352-bit, 28IULBUCT4ND;0;0
849;Placa de Video Gigabyte GeForce RTX 2080 8GB GDDR6 TURBO 256-bit, GV-N2080TURBO-8GC;0;0
850;Placa de Video Gigabyte GeForce RTX 2070 8GB GDDR6 WindForce 256-bit, GV-N2070WF3-8GC;0;0
851;Placa de Video EVGA GeForce RTX 2060 6GB GDDR6 XC 192-bit, 06G-P4-2063-KR;0;0
852;Placa de Video EVGA GeForce RTX 2060 6GB GDDR6 XC Black 192-bit, 06G-P4-2061-KR;0;0
853;Placa de Video AsRock Phantom Gaming Radeon RX 560 4GB GDDR5 128-bit, 90-GA0620-00UANF;0;0
854;Placa de Video AsRock Phantom Gaming Radeon RX 570 OC 8GB GDDR5 256-bit, 90-GA0N00-00UANF;0;0
855;Placa de Video AsRock Phantom Gaming Radeon RX 580 OC 8GB GDDR5 256-bit, 90-GA0M00-00UANF;0;0
856;Placa de Video Galax GeForce GTX 1050 Ti 4GB DDR5 EXOC White 128-bit, 50IQH8DVP1WT;0;0
857;Placa de Video Asus GeForce GT 1030 OC 2GB GDDR5 64-bit, PH-GT1030-O2G;0;0
858;Placa de Video EVGA GeForce RTX 2080 8GB GDDR6 XC Ultra 256-bit, 08G-P4-2183-KR;0;0
